
1,295.081811,1006751.754417,1007046.836227,671167.83628
2,291.390362,1139784.046185,1140075.436547,759856.03079
3,285.18707,281972.424054,282257.611123,187981.61604
4,276.868537,161004.889092,161281.75763,107336.59273
5,266.803261,13463.012436,13729.815697,8975.34162
6,255.330772,53.77359,309.104362,35.84906
7,242.807597,13490.196405,13733.004002,8993.46427
8,229.650331,13497.441666,13727.091998,8998.29444
9,216.335475,92.697467,309.032942,61.79831
10,203.362557,105.642888,309.005445,70.42859
11,191.228804,117.74392,308.972724,78.49595
12,180.471403,128.450844,308.922247,85.6339
13,171.81232,137.021471,308.833792,91.34765
14,166.360254,142.338299,308.698554,94.8922
15,165.527703,143.053981,308.581684,95.36932
16,169.86272,138.775629,308.638349,92.51709
17,176.975938,131.951671,308.927609,87.96778
18,181.201865,128.064172,309.266037,85.37611
19,176.974714,132.297715,309.272429,88.19848
20,164.383065,144.503914,308.886979,96.33594
21,149.5135,159.087196,308.600697,106.05813
22,137.811745,170.735584,308.547329,113.82372
23,131.283028,177.314392,308.59742,118.20959
24,129.828391,178.870147,308.698537,119.24676
25,132.166405,176.671396,308.837801,117.78093
26,136.220653,172.763083,308.983737,115.17539
27,139.700119,169.391717,309.091835,112.92781
28,140.847765,168.276971,309.124736,112.18465
29,139.042174,170.037292,309.079466,113.35819
30,134.816074,174.205617,309.021691,116.13708
31,128.896521,180.12793,309.024451,120.08529
32,121.51263,187.436428,308.949058,124.95762
33,113.915143,194.95026,308.865403,129.96684
34,107.581123,13571.788548,13679.369671,9047.85903
35,102.960421,13596.042476,13699.002897,9064.02832
36,100.273868,208.599049,308.872917,139.06603
37,99.306841,209.616102,308.922943,139.74407
38,99.252131,209.722743,308.974874,139.81516
39,99.237465,13614.600127,13713.837592,9076.40008
40,98.964541,26934.147385,27033.111927,17956.09826
41,98.504701,13550.786993,13649.291694,9033.858
42,97.890604,13629.831338,13727.721942,9086.55423
43,96.815795,13631.339526,13728.155321,9087.55968
44,95.081417,13600.212742,13695.294159,9066.80849
45,92.886572,13600.676866,13693.563437,9067.11791
46,90.973494,217.853181,308.826675,145.23545
47,90.778158,217.990727,308.768884,145.32715
